n,h,m
1090,3465,N
1185,3778,N
118,297,N
598,1794,N
1477,4843,N
1687,5594,N
83,204,N
275,758,N
1525,4993,N
77,185,N
679,2066,N
408,1167,N
1455,4752,N
273,750,N
340,956,N
486,1422,N
619,1839,N
1676,5558,N
347,986,N
2010,6779,N
2015,6829,N
799,2468,N
120,305,N
480,1399,N
200,539,N
2205,7517,N
1908,6400,N
1208,3835,N
1539,5095,N
1345,4358,N
1873,6281,N
1833,6131,N
136,350,N
1912,6409,N
404,1163,N
1084,3429,N
929,2896,N
1650,5507,N
1467,4789,N
1657,5480,N
508,1500,N
2304,7890,N
1456,4744,N
307,859,N
1588,5228,N
1783,5945,N
1067,3367,N
1385,4509,N
938,2933,N
942,2955,N
450,1297,N
1581,5199,N
1038,3281,N
60,141,N
562,1668,N
372,1058,N
1110,3526,N
1670,5530,N
253,697,N
1939,6530,N
1365,4406,N
341,958,N
1198,3832,N
915,2855,N
1700,5667,N
2109,7151,N
2135,7253,N
1540,5066,N
1033,3258,N
308,857,N
625,1875,N
407,1160,N
1944,6524,N
863,2703,N
2151,7311,N
34,75,N
1586,5264,N
645,1943,N
992,3091,N
2260,7717,N
2173,7395,N
2281,7801,N
1256,4036,N
2162,7343,N
673,2035,N
727,2199,N
858,2629,N
244,665,N
278,768,N
1634,5393,N
1163,3696,N
95,237,N
514,1509,N
230,616,N
875,2706,N
1826,6096,N
2261,7724,N
121,313,N
252,684,N
1095,3470,N
1860,6214,N
138,352,N
896,2774,N
1937,6509,N
2102,7120,N
950,2959,N
404,1155,N
1034,3259,N
69,164,N
2241,7652,N
328,913,N
667,2004,N
837,2575,N
795,2447,N
1141,3632,N
1783,5965,N
700,2118,N
93,229,N
1318,4261,N
1554,5087,N
1763,5859,N
312,872,N
140,362,N
1702,5651,N
1704,5659,N
1539,5077,N
827,2554,N
1123,3576,N
2179,7401,N
271,740,N
1802,6024,N
715,2153,N
1061,3339,N
1084,3407,N
977,3061,N
1174,3743,N
37,80,N
1388,4494,N
1912,6417,N
1736,5753,N
1685,5567,N
2001,6750,N
1960,6588,N
555,1633,N
221,594,N
1703,5640,N
2264,7740,N
619,1864,N
1727,5742,N
1061,3351,N
243,671,N
358,1007,N
728,2215,N
751,2287,N
444,1282,N
478,1391,N
1190,3819,N
1300,4232,N
207,555,N
194,515,N
2100,7133,N
2193,7466,N
49,106,N
1354,4394,N
777,2388,N
1284,4131,N
1216,3886,N
357,1013,N
1606,5293,N
313,885,N
1149,3652,N
48,109,N
903,2797,N
1183,3779,N
239,663,N
874,2699,N
437,1256,N
987,3107,N
743,2260,N
1507,4975,N
69,163,N
616,1832,N
273,753,N
291,813,N
1725,5735,N
1039,3278,N
1772,5908,N
2210,7533,N
1211,3873,N
1395,4521,N
566,1680,N
590,1762,N
716,2162,N
259,710,N
2002,6742,N
1739,5768,N
1913,6430,N
1668,5496,N
1848,6191,N
2084,7056,N
2035,6872,N
2119,7182,N
1176,3728,N
1175,3748,N
841,2589,N
1465,4774,N
451,1301,N
2178,7423,N
650,1946,N
1052,3320,N
1866,6252,N
2284,7811,N
2269,7757,N
265,731,N
426,1218,N
1126,3571,N
1707,5676,N
1395,4543,N
1265,4063,N
1320,4253,N
1993,6723,N
1496,4956,N
1091,3463,N
398,1139,N
2165,7362,N
465,1356,N
748,2276,N
1452,4739,N
1327,4280,N
484,1417,N
695,2098,N
605,1805,N
1373,4450,N
1201,3840,N
2198,7496,N
1832,6122,N
2143,7349,N
2090,7066,N
119,302,N
662,1994,N
912,2828,N
572,1693,N
2116,7165,N
1119,3537,N
1911,6425,N
1875,6272,N
771,2362,N
452,1311,N
682,2076,N
2274,7768,N
1788,5944,N
2073,7017,N
1165,3712,N
2098,7129,N
638,1910,N
1341,4364,N
1904,6389,N
874,2706,N
1531,5009,N
905,2822,N
669,2013,N
1749,5813,N
891,2762,N
2217,7570,N
23,47,N
2041,6899,N
2277,7796,N
1038,3291,N
420,1202,N
83,202,N
727,2219,N
100,248,N
979,3061,N
1835,6128,N
1002,3151,N
205,548,N
821,2522,N
502,1464,N
683,2077,N
1317,4273,N
806,2489,N
1691,5600,N
1264,4078,N
2212,7540,N
1444,4694,N
1636,5398,N
41,91,N
2051,6932,N
209,563,N
1785,5955,N
1559,5135,N
2264,7741,N
1225,3925,N
2158,7339,N
2242,7659,N
1149,3642,N
195,520,N
2085,7050,N
2272,7767,N
244,671,N
406,1170,N
1659,5532,N
1915,6456,N
76,181,N
78,186,N
1558,5160,N
1492,4896,N
2274,7777,N
1791,5984,N
1255,4060,N
364,1039,N
1932,6509,N
2019,6804,N
801,2463,N
2297,7863,N
878,2712,N
1131,3586,N
1138,3601,N
1208,3903,N
52,120,N
1513,4947,N
587,1747,N
913,2842,N
213,568,N
958,3001,N
1168,3734,N
1365,4414,N
2268,7748,N
570,1687,N
2178,7425,N
1300,4183,N
197,533,N
709,2167,N
534,1581,N
585,1757,N
455,1317,N
574,1707,N
837,2586,N
1374,4483,N
843,2615,N
893,2792,N
1200,3817,N
2076,7025,N
1950,6541,N
1403,4574,N
575,1711,N
10,20,N
1051,3347,N
1495,4877,N
2117,7186,N
2169,7384,N
446,1297,N
228,619,N
1270,4085,N
1004,3180,N
1134,3611,N
1199,3834,N
1253,4027,N
1765,5875,N
1857,6238,N
2210,7536,N
791,2435,N
1616,5300,N
1980,6670,N
2121,7201,N
721,2183,N
1854,6200,N
129,326,N
659,1975,N
1532,5037,N
802,2454,N
1836,6153,N
1916,6424,N
2228,7609,N
2183,7422,N
628,1875,N
2179,7419,N
247,673,N
475,1391,N
1940,6516,N
991,3107,N
1666,5522,N
1466,4773,N
301,843,N
2156,7338,N
1442,4717,N
1290,4175,N
1228,3939,N
2242,7665,N
185,499,N
821,2532,N
456,1330,N
47,105,N
1732,5747,N
1771,5890,N
2106,7139,N
1382,4475,N
603,1793,N
1321,4256,N
677,2033,N
492,1438,N
1220,3909,N
969,3069,N
768,2355,N
577,1735,N
572,1702,N
558,1651,N
1339,4331,N
270,744,N
900,2797,N
1263,4062,N
958,2987,N
1883,6307,N
1056,3338,N
2216,7557,N
336,952,N
1589,5265,N
1829,6120,N
554,1648,N
2054,6952,N
206,546,N
949,2982,N
1778,5931,N
164,429,N
424,1222,N
2107,7145,N
503,1483,N
340,954,N
473,1378,N
136,342,N
1726,5744,N
2062,6981,N
1389,4503,N
102,254,N
2189,7453,N
1150,3655,N
1658,5478,N
968,3028,N
956,3000,N
715,2164,N
1257,4047,N
1240,4012,N
2023,6826,N
1337,4344,N
47,106,N
1623,5347,N
485,1400,N
48,109,N
167,439,N
361,1033,N
967,3029,N
319,902,N
1630,5383,N
499,1458,N
1756,5832,N
2286,7828,N
1077,3424,N
1289,4165,N
54,124,N
327,910,N
1766,5886,N
2063,6980,N
146,380,N
2072,7016,N
2241,7661,N
269,742,N
1893,6350,N
2234,7627,N
1133,3609,N
2233,7623,N
2226,7594,N
744,2256,N
896,2784,N
479,1400,N
831,2561,N
1851,6177,N
2173,7387,N
1106,3507,N
2003,6771,N
789,2418,N
1452,4744,N
256,705,N
1365,4437,N
1274,4127,N
71,169,N
1278,4145,N
1394,4526,N
956,2994,N
182,478,N
784,2424,N
1234,3955,N
630,1888,N
2195,7479,N
68,161,N
2257,7708,N
1738,5791,N
983,3077,N
426,1221,N
1877,6281,N
60,142,N
422,1225,N
1773,5895,N
435,1258,N
2033,6862,N
1165,3705,N
1922,6448,N
1138,3628,N
2171,7379,N
677,2062,N
1219,3898,N
1733,5769,N
25,54,N
129,336,N
812,2501,N
1085,3431,N
959,2991,N
1973,6639,N
923,2873,N
727,2198,N
1611,5304,N
1036,3285,N
2166,7372,N
690,2081,N
1810,6035,N
1351,4381,N
1029,3236,N
1263,4071,N
319,894,N
434,1267,N
823,2515,N
1170,3732,N
277,772,N
311,860,N
171,453,N
238,644,N
966,3032,N
1094,3456,N
1302,4218,N
1034,3275,N
996,3112,N
762,2331,N
829,2568,N
1254,4049,N
1525,4995,N
373,1059,N
2120,7201,N
401,1156,N
1759,5844,N
1128,3574,N
1,1,N
623,1862,N
1199,3838,N
2232,7616,N
644,1936,N
200,535,N
1116,3570,N
2091,7081,N
339,958,N
2290,7836,N
285,788,N
1350,4371,N
674,2041,N
1858,6237,N
2058,6961,N
555,1637,N
2220,7583,N
721,2197,N
2018,6819,N
406,1161,N
1867,6273,N
1709,5654,N
2,3,N
110,280,N
2254,7696,N
598,1794,N
539,1584,N
1229,3949,N
1021,3202,N
2069,7013,N
1068,3377,N
243,664,N
1326,4276,N
123,310,N
1044,3294,N
564,1678,N
2240,7651,N
189,503,N
1613,5328,N
1978,6685,N
1455,4748,N
841,2586,N
1850,6176,N
1085,3444,N
563,1665,N
745,2271,N
1478,4838,N
1451,4724,N
953,2984,N
441,1279,N
848,2611,N
1491,4865,N
2040,6905,N
1749,5803,N
1077,3416,N
590,1759,N
1275,4097,N
250,683,N
1746,5790,N
1221,3943,N
1027,3233,N
894,2800,N
698,2106,N
56,129,N
1293,4149,N
781,2388,N
157,412,N
2043,6906,N
485,1411,N
2047,6945,N
1339,4378,N
1287,4141,N
469,1360,N
2235,7631,N
209,559,N
1021,3240,N
780,2386,N
1319,4248,N
1977,6647,N
1388,4482,N
810,2518,N
2281,7807,N
2220,7573,N
1310,4225,N
1186,3801,N
1074,3421,N
972,3049,N
632,1899,N
2212,7552,N
498,1464,N
2049,6954,N
2227,7585,N
2129,7242,N
548,1624,N
969,3041,N
1698,5634,N
1429,4674,N
819,2515,N
313,877,N
700,2138,N
1053,3313,N
705,2154,N
1964,6616,N
517,1527,N
788,2423,N
136,348,N
1481,4867,N
560,1655,N
1886,6334,N
1379,4502,N
148,385,N
2309,7898,N
1162,3700,N
1651,5463,N
1256,4016,N
2044,6910,N
813,2509,N
80,192,N
662,1991,N
1315,4271,N
13,26,N
947,2964,N
378,1080,N
519,1524,N
2263,7732,N
920,2864,N
920,2874,N
148,383,N
29,63,N
498,1441,N
791,2437,N
1341,4343,N
219,592,N
1462,4778,N
739,2245,N
1914,6430,N
2224,7591,N
2103,7138,N
1682,5571,N
1763,5856,N
149,387,N
1256,4035,N
1164,3740,N
2262,7735,N
1343,4347,N
960,2997,N
1945,6544,N
336,941,N
1776,5930,N
885,2751,N
1076,3404,N
722,2193,N
1419,4614,N
2116,7177,N
1141,3617,N
1316,4256,N
1797,6024,N
2048,6914,N
1252,4026,N
336,950,N
1671,5515,N
2223,7578,N
337,957,N
983,3072,N
179,467,N
779,2371,N
895,2777,N
484,1407,N
1903,6375,N
941,2949,N
706,2148,N
1871,6267,N
606,1810,N
1844,6181,N
1559,5122,N
828,2544,N
1471,4802,N
1935,6489,N
983,3084,N
1459,4798,N
1595,5273,N
1508,4922,N
713,2176,N
10,20,N
775,2378,N
772,2355,N
280,772,N
980,3080,N
1903,6383,N
1865,6260,N
120,303,N
1226,3949,N
647,1941,N
2297,7865,N
1362,4452,N
2193,7473,N
365,1037,N
1539,5056,N
471,1373,N
1458,4778,N
1174,3751,N
828,2544,N
561,1658,N
1041,3274,N
355,1009,N
299,829,N
328,922,N
1208,3878,N
182,481,N
1852,6215,N
450,1302,N
579,1716,N
2049,6930,N
439,1272,N
361,1026,N
137,351,N
1338,4343,N
871,2724,N
1065,3385,N
2212,7543,N
2307,7904,N
410,1176,N
2101,7120,N
749,2267,N
2028,6833,N
1487,4865,N
103,260,N
1065,3378,N
2123,7205,N
1825,6108,N
211,563,N
1116,3541,N
743,2255,N
2065,6990,N
877,2709,N
426,1228,N
473,1383,N
1720,5697,N
2034,6864,N
821,2517,N
628,1886,N
1468,4834,N
1147,3638,N
442,1272,N
182,481,N
90,221,N
83,203,N
334,944,N
300,835,N
153,402,N
1319,4290,N
1706,5655,N
794,2428,N
1402,4560,N
1718,5707,N
390,1119,N
371,1056,N
1991,6703,N
702,2133,N
1902,6388,N
1408,4601,N
2097,7097,N
1521,4976,N
798,2447,N
892,2776,N
2136,7257,N
301,833,N
573,1712,N
189,505,N
1692,5661,N
1561,5143,N
376,1073,N
1837,6129,N
885,2739,N
222,600,N
2031,6866,N
2065,6962,N
740,2245,N
1809,6043,N
1148,3676,N
1639,5470,N
633,1913,N
134,344,N
1329,4349,N
1333,4296,N
1829,6133,N
652,1951,N
2040,6894,N
1231,3965,N
1681,5549,N
2305,7893,N
1782,5937,N
2008,6773,N
272,748,N
1431,4694,N
2179,7417,N
851,2600,N
414,1192,N
227,618,N
1414,4583,N
789,2431,N
554,1640,N
719,2177,N
1533,5005,N
1514,4961,N
126,322,N
2159,7333,N
2034,6888,N
1917,6444,N
751,2282,N
558,1651,N
1147,3664,N
1534,5029,N
1152,3672,N
436,1255,N
1461,4774,N
2133,7247,N
1801,6043,N
989,3108,N
545,1613,N
78,188,N
512,1505,N
455,1315,N
675,2040,N
1414,4611,N
1005,3155,N
2290,7831,N
1360,4424,N
536,1584,N
617,1843,N
2252,7695,N
166,436,N
1765,5863,N
98,243,N
334,939,N
1051,3329,N
1180,3784,N
1631,5376,N
2220,7565,N
1769,5895,N
576,1704,N
623,1875,N
1395,4566,N
1043,3304,N
1156,3685,N
591,1757,N
1741,5806,N
1059,3352,N
1282,4121,N
1833,6122,N
2089,7070,N
51,115,N
1975,6657,N
1946,6571,N
1917,6440,N
985,3098,N
2169,7378,N
1177,3772,N
2055,6949,N
733,2217,N
670,2031,N
1798,6012,N
510,1498,N
505,1493,N
876,2725,N
922,2881,N
2269,7754,N
472,1374,N
145,373,N
438,1259,N
2144,7281,N
1510,4988,N
1094,3455,N
1296,4179,N
505,1479,N
2251,7682,N
1975,6654,N
822,2541,N
319,891,N
1977,6643,N
2135,7233,N
565,1678,N
716,2183,N
914,2842,N
1288,4148,N
326,925,N
781,2413,N
1155,3679,N
1514,4955,N
447,1297,N
1664,5507,N
509,1492,N
2144,7302,N
2233,7622,N
1235,3951,N
2225,7587,N
887,2761,N
2185,7435,N
1575,5186,N
1604,5274,N
2196,7476,N
1597,5248,N
2005,6758,N
1329,4325,N
1265,4075,N
1442,4699,N
1458,4797,N
2296,7864,N
1051,3332,N
1484,4868,N
209,563,N
1973,6643,N
991,3116,N
1615,5320,N
2187,7461,N
1707,5666,N
1686,5596,N
112,282,N
599,1796,N
2087,7094,N
1176,3747,N
649,1949,N
95,236,N
2228,7596,N
585,1737,N
1967,6616,N
19,37,N
519,1546,N
2089,7074,N
1984,6708,N
48,109,N
177,461,N
269,729,N
2069,6998,N
163,427,N
576,1710,N
1920,6454,N
2046,6916,N
1539,5036,N
993,3135,N
1838,6150,N
663,1997,N
1483,4869,N
2070,7020,N
609,1814,N
1102,3505,N
668,1998,N
279,771,N
2028,6846,N
991,3073,N
48,109,N
331,940,N
1723,5735,N
572,1692,N
648,1936,N
2073,7017,N
198,527,N
289,804,N
68,160,N
1643,5419,N
233,638,N
1857,6216,N
429,1248,N
1845,6183,N
2011,6800,N
1294,4188,N
2138,7267,N
146,378,N
350,994,N
1234,3968,N
2057,6974,N
573,1700,N
2101,7116,N
763,2340,N
1067,3363,N
1091,3438,N
1941,6513,N
1825,6094,N
1113,3524,N
396,1134,N
747,2281,N
2137,7252,N
1220,3961,N
287,796,N
1022,3226,N
711,2148,N
145,375,N
688,2092,N
2215,7553,N
1457,4751,N
324,907,N
1588,5230,N
919,2862,N
1863,6242,N
170,449,N
131,334,N
1955,6556,N
564,1660,N
1762,5869,N
1901,6378,N
2140,7274,N
1804,6033,N
1506,4910,N
2261,7731,N
133,338,N
249,685,N
230,628,N
1330,4293,N
1233,3953,N
1713,5695,N
14,28,N
558,1652,N
203,547,N
2128,7208,N
1651,5461,N
349,994,N
245,677,N
23,48,N
223,599,N
1325,4300,N
968,3039,N
1621,5341,N
313,870,N
1459,4749,N
985,3079,N
1068,3363,N
1858,6242,N
2158,7335,N
111,281,N
1694,5641,N
2209,7533,N
2128,7209,N
474,1373,N
1436,4719,N
1469,4813,N
1738,5765,N
1553,5123,N
1149,3682,N
1791,5980,N
1162,3708,N
180,475,N
144,367,N
734,2241,N
1217,3901,N
142,371,N
1694,5613,N
1892,6335,N
729,2231,N
1366,4432,N
1262,4079,N
735,2237,N
390,1111,N
320,900,N
619,1862,N
1534,5043,N
1579,5211,N
767,2346,N
1494,4891,N
411,1182,N
2293,7846,N
1930,6483,N
1863,6232,N
1507,4953,N
1590,5231,N
1028,3246,N
1692,5631,N
1925,6472,N
1088,3444,N
1582,5177,N
1901,6364,N
1950,6555,N
1433,4671,N
1028,3248,N
1931,6494,N
1404,4589,N
1279,4122,N
1052,3319,N
433,1242,N
821,2524,N
664,2000,N
128,330,N
1317,4281,N
4,7,N
768,2343,N
670,2022,N
881,2734,N
504,1472,N
1618,5339,N
810,2499,N
1241,3973,N
304,850,N
336,941,N
266,726,N
1513,4996,N
158,414,N
274,751,N
1389,4510,N
1593,5241,N
1040,3275,N
2233,7613,N
2215,7559,N
1096,3471,N
559,1662,N
426,1233,N
1323,4267,N
1308,4216,N
1690,5605,N
2212,7537,N
1923,6459,N
751,2281,N
797,2469,N
2260,7728,N
2174,7395,N
1617,5350,N
1875,6296,N
1648,5438,N
338,952,N
28,60,N
1376,4461,N
1373,4434,N
75,180,N
1424,4636,N
1330,4286,N
851,2622,N
797,2452,N
1522,5001,N
1759,5858,N
1579,5199,N
1823,6084,N
354,991,N
1754,5821,N
60,140,N
1437,4747,N
2189,7457,N
719,2182,N
849,2644,N
999,3125,N
1821,6094,N
243,659,N
613,1835,N
899,2777,N
1730,5750,N
236,639,N
993,3097,N
1141,3647,N
859,2662,N
2208,7529,N
862,2696,N
153,397,N
1326,4329,N
1059,3342,N
1000,3128,N
670,2021,N
1938,6511,N
53,119,N
1780,5943,N
1799,6001,N
434,1261,N
1020,3203,N
657,1980,N
258,705,N
590,1752,N
351,986,N
800,2444,N
810,2487,N
841,2615,N
536,1577,N
1452,4727,N
717,2162,N
1833,6135,N
1668,5508,N
1765,5891,N
1541,5064,N
1853,6201,N
2065,6993,N
1792,5977,N
38,85,N
579,1724,N
408,1171,N
1548,5075,N
2147,7295,N
259,712,N
2229,7609,N
1886,6318,N
2255,7703,N
1365,4410,N
31,67,N
912,2820,N
479,1400,N
862,2654,N
1611,5307,N
1938,6514,N
1092,3458,N
1592,5246,N
2228,7596,N
1914,6435,N
2205,7517,N
1741,5768,N
521,1529,N
342,960,N
1368,4464,N
385,1102,N
1822,6087,N
274,763,N
1297,4191,N
1719,5687,N
1679,5555,N
465,1351,N
923,2882,N
1575,5161,N
170,448,N
1905,6376,N
1700,5641,N
189,504,N
2294,7851,N
269,742,N
239,644,N
1015,3185,N
1525,5006,N
1337,4347,N
1661,5485,N
590,1749,N
1270,4073,N
607,1819,N
1467,4782,N
271,742,N
495,1452,N
2281,7805,N
2247,7675,N
84,203,N
317,885,N
1527,5016,N
1938,6519,N
689,2104,N
632,1888,N
5,9,N
1291,4183,N
648,1959,N
192,506,N
1744,5794,N
1547,5100,N
2112,7166,N
621,1850,N
741,2262,N
2095,7089,N
1798,5973,N
582,1732,N
905,2817,N
1364,4434,N
962,3005,N
1211,3859,N
1525,4998,N
2247,7669,N
696,2112,N
1321,4294,N
1474,4807,N
34,73,N
1617,5323,N
1406,4604,N
13,26,N
1217,3912,N
1137,3617,N
946,2958,N
2105,7141,N
879,2722,N
1099,3501,N
2216,7560,N
303,843,N
955,2970,N
1416,4625,N
799,2449,N
1624,5361,N
31,66,N
1302,4192,N
1060,3358,N
2115,7173,N
310,865,N
1586,5207,N
619,1858,N
179,476,N
963,3020,N
1646,5429,N
207,556,N
898,2785,N
1821,6079,N
2190,7453,N
771,2374,N
1155,3678,N
888,2763,N
283,790,N
894,2789,N
849,2614,N
898,2783,N
1818,6067,N
1429,4679,N
501,1468,N
373,1060,N
819,2523,N
202,547,N
1999,6735,N
2255,7702,N
1169,3750,N
314,879,N
128,327,N
1160,3693,N
1451,4755,N
2193,7481,N
1900,6380,N
185,504,N
1357,4429,N
2303,7888,N
2171,7388,N
2140,7278,N
94,234,N
840,2581,N
292,815,N
292,810,N
799,2448,N
248,679,N
1933,6505,N
1401,4550,N
1340,4354,N
1118,3545,N
1600,5284,N
171,443,N
45,100,N
1054,3331,N
889,2749,N
2004,6768,N
1100,3491,N
1251,4043,N
1758,5860,N
331,933,N
1596,5265,N
632,1889,N
1002,3140,N
743,2274,N
91,222,N
1190,3799,N
902,2786,N
1227,3920,N
1262,4062,N
1220,3936,N
287,795,N
486,1416,N
384,1093,N
1958,6585,N
862,2660,N
427,1237,N
1206,3874,N
920,2866,N
2266,7742,N
216,586,N
1117,3537,N
529,1560,N
1395,4520,N
1574,5224,N
1402,4554,N
844,2599,N
71,172,N
921,2875,N
974,3056,N
628,1884,N
940,2958,N
1765,5883,N
1943,6532,N
549,1609,N
701,2135,N
2271,7767,N
2260,7726,N
599,1791,N
2277,7793,N
1640,5434,N
2194,7475,N
1810,6019,N
2057,6957,N
1083,3460,N
2102,7120,N
1459,4748,N
615,1838,N
1494,4930,N
1313,4237,N
1850,6184,N
1235,3935,N
1504,4919,N
1087,3452,N
892,2766,N
420,1206,N
941,2954,N
629,1896,N
496,1451,N
805,2468,N
1654,5520,N
477,1408,N
1218,3899,N
457,1324,N
634,1896,N
431,1245,N
88,216,N
271,746,N
1306,4240,N
1098,3482,N
678,2041,N
1347,4362,N
1780,5929,N
589,1758,N
1179,3784,N
1883,6325,N
1859,6215,N
1276,4093,N
788,2445,N
546,1617,N
2143,7274,N
2129,7236,N
457,1337,N
1212,3889,N
833,2575,N
357,1018,N
460,1335,N
1369,4475,N
100,254,N
794,2456,N
110,277,N
930,2887,N
751,2282,N
604,1792,N
1138,3662,N
423,1223,N
586,1739,N
2012,6800,N
1642,5428,N
1990,6703,N
284,783,N
2068,7000,N
257,708,N
919,2869,N
1380,4483,N
1823,6103,N
1107,3547,N
882,2727,N
399,1140,N
1105,3519,N
2002,6753,N
1238,3970,N
763,2336,N
29,62,N
1145,3644,N
2050,6924,N
507,1493,N
1069,3376,N
2128,7222,N
1256,4021,N
1029,3237,N
1965,6618,N
1028,3241,N
1363,4451,N
1347,4398,N
650,1975,N
1901,6374,N
2237,7629,N
201,538,N
975,3073,N
908,2816,N
481,1407,N
1866,6285,N
972,3030,N
712,2179,N
849,2621,N
669,2014,N
1858,6237,N
957,2992,N
1746,5800,N
1980,6667,N
826,2538,N
618,1860,N
981,3081,N
343,972,N
1960,6581,N
1182,3762,N
1910,6410,N
1551,5129,N
813,2516,N
499,1456,N
1984,6691,N
955,2970,N
1814,6087,N
967,3024,N
1958,6595,N
914,2834,N
1043,3294,N
728,2226,N
1772,5891,N
1417,4587,N
1974,6658,N
693,2099,N
1244,3984,N
550,1637,N
1930,6494,N
790,2402,N
1397,4546,N
342,969,N
1180,3771,N
23,49,N
1947,6546,N
2278,7795,N
1297,4180,N
2025,6835,N
259,706,N
933,2915,N
56,129,N
1852,6196,N
784,2403,N
1312,4223,N
1578,5202,N
760,2300,N
838,2579,N
2175,7409,N
865,2679,N
1137,3608,N
1318,4245,N
667,2023,N
435,1255,N
591,1758,N
1480,4855,N
770,2347,N
298,819,N
809,2496,N
1735,5756,N
505,1489,N
593,1780,N
1550,5119,N
507,1478,N
762,2322,N
1297,4221,N
1586,5228,N
992,3089,N
1567,5187,N
704,2120,N
2263,7736,N
613,1846,N
523,1537,N
1867,6253,N
660,2005,N
1821,6064,N
467,1358,N
1156,3660,N
1764,5877,N
386,1102,N
208,559,N
393,1123,N
1212,3881,N
840,2586,N
1083,3450,N
1011,3178,N
2176,7404,N
448,1296,N
1556,5133,N
1355,4425,N
1612,5322,N
2034,6869,N
616,1844,N
1365,4437,N
1148,3669,N
1671,5515,N
1465,4838,N
1127,3606,N
829,2555,N
752,2298,N
1202,3854,N
747,2299,N
554,1640,N
488,1422,N
653,1965,N
1116,3539,N
663,1985,N
467,1347,N
1761,5857,N
90,224,N
293,816,N
2017,6824,N
1515,4971,N
1969,6638,N
632,1880,N
2167,7363,N
1189,3791,N
371,1068,N
2042,6893,N
2086,7069,N
1908,6412,N
1878,6292,N
2044,6903,N
643,1929,N
1332,4324,N
1463,4791,N
1230,3936,N
312,867,N
615,1834,N
1840,6154,N
1676,5558,N
459,1334,N
2231,7617,N
1960,6594,N
1414,4634,N
507,1482,N
1447,4702,N
626,1877,N
403,1164,N
1265,4078,N
1361,4405,N
2111,7146,N
941,2945,N
1463,4787,N
7,13,N
1757,5858,N
549,1624,N
1627,5414,N
476,1368,N
1000,3159,N
2058,6960,N
2118,7199,N
1899,6393,N
1877,6294,N
645,1946,N
976,3067,N
113,283,N
205,550,N
430,1241,N
1302,4206,N
44,100,N
987,3101,N
1149,3655,N
1331,4314,N
274,744,N
452,1322,N
1566,5145,N
881,2747,N
110,276,N
1819,6083,N
1535,5095,N
1845,6168,N
54,123,N
1101,3517,N
2054,6956,N
444,1300,N
1049,3312,N
1273,4112,N
1305,4209,N
2280,7804,N
145,374,N
3,5,N
1346,4358,N
1159,3694,N
1237,3991,N
428,1235,N
1194,3801,N
1660,5493,N
448,1288,N
1586,5231,N
1745,5832,N
1708,5685,N
139,362,N
342,961,N
1657,5464,N
211,563,N
793,2436,N
149,396,N
559,1663,N
632,1891,N
1429,4646,N
661,2006,N
2231,7606,N
1300,4202,N
1107,3502,N
901,2801,N
484,1410,N
1560,5118,N
2119,7187,N
390,1118,N
122,311,N
211,570,N
647,1942,N
564,1664,N
1818,6081,N
830,2545,N
790,2410,N
280,772,N
2301,7878,N
691,2093,N
294,814,N
1840,6164,N
1906,6387,N
868,2704,N
1578,5202,N
1786,5945,N
854,2635,N
1685,5595,N
234,636,N
91,222,N
1361,4414,N
1504,4934,N
913,2850,N
1804,6034,N
2073,7009,N
2062,6972,N
1655,5434,N
1995,6732,N
872,2702,N
1897,6359,N
713,2156,N
717,2161,N
1837,6152,N
1741,5799,N
268,741,N
1475,4825,N
1894,6347,N
528,1566,N
2084,7053,N
831,2561,N
314,890,N
1337,4318,N
1873,6274,N
2107,7155,N
1779,5911,N
863,2659,N
93,228,N
1032,3267,N
321,898,N
1040,3267,N
1345,4352,N
1120,3552,N
261,722,N
659,1989,N
1177,3794,N
2124,7197,N
1859,6234,N
1391,4508,N
1243,4040,N
407,1164,N
1507,4920,N
2056,6946,N
597,1767,N
698,2109,N
1620,5338,N
2236,7626,N
166,435,N
502,1477,N
322,899,N
439,1271,N
475,1393,N
1015,3205,N
1157,3686,N
1130,3618,N
2204,7518,N
1548,5087,N
798,2448,N
925,2895,N
1322,4253,N
869,2704,N
732,2230,N
630,1894,N
1308,4212,N
689,2088,N
333,933,N
1702,5645,N
2164,7355,N
112,284,N
1429,4644,N
640,1933,N
830,2556,N
513,1514,N
1664,5510,N
36,80,N
585,1740,N
509,1495,N
1067,3370,N
2124,7206,N
1867,6253,N
2064,6983,N
162,421,N
2,3,N
1101,3488,N
1404,4556,N
1166,3718,N
686,2090,N
2217,7572,N
90,222,N
308,859,N
1441,4692,N
779,2389,N
1626,5377,N
2191,7466,N
2141,7266,N
1092,3463,N
249,682,N
1212,3883,N
501,1466,N
763,2330,N
944,2950,N
201,537,N
1260,4057,N
1089,3444,N
1344,4380,N
893,2774,N
1919,6438,N
615,1841,N
1411,4596,N
2124,7196,N
1715,5663,N
531,1564,N
1082,3450,N
1384,4465,N
2236,7640,N
274,755,N
597,1789,N
2271,7762,N
1110,3499,N
709,2153,N
276,764,N
1973,6636,N
1247,3990,N
2050,6944,N
41,91,N
1492,4849,N
2192,7452,N
2161,7363,N
918,2843,N
695,2113,N
2208,7531,N
888,2762,N
2259,7716,N
2057,6985,N
1662,5482,N
1660,5495,N
1572,5176,N
1203,3855,N
1304,4260,N
1637,5422,N
814,2490,N
1306,4212,N
906,2814,N
1808,6014,N
349,989,N
1495,4944,N
140,362,N
726,2206,N
